name,id,nametype,recclass,mass,year,reclat,reclong,coordinates
Santa Lucia (2008),50909,Valid,L6,0.0,2008-01-01,-31.535556,-68.489444,"[0, 0]"
São Jose do Rio Preto,23171,Valid,H4,0.0,1962-01-01,-20.81,-49.38056,"[0, 0]"
Saratov,23176,Valid,L4,0.0,1918-01-01,52.55,46.55,"[0, 0]"
Sasagase,23187,Valid,H,0.0,1688-01-01,34.71667,137.78333,"[0, 0]"
Sauguis,23188,Valid,L6,0.0,1868-01-01,43.15,-0.85,"[0, 0]"
Savtschenskoje,23190,Valid,LL4,0.0,1894-01-01,47.21667,29.86667,"[0, 0]"
Sayama,23192,Valid,CM2,0.0,1986-01-01,35.86667,139.4,"[0, 0]"
Sazovice,23455,Valid,L5,0.0,1934-01-01,49.23333,17.56667,"[0, 0]"
Schellin,23457,Valid,L,0.0,1715-01-01,53.35,15.05,"[0, 0]"
Schenectady,23458,Valid,H5,0.0,1968-01-01,42.86083,-73.95028,"[0, 0]"
Schönenberg,23460,Valid,L6,0.0,1846-01-01,48.11667,10.46667,"[0, 0]"
Searsmont,23472,Valid,H5,0.0,1871-01-01,44.36667,-69.2,"[0, 0]"
Sediköy,23473,Valid,L6,0.0,1917-01-01,38.3,27.13333,"[0, 0]"
Segowlie,23476,Valid,LL6,0.0,1853-01-01,26.75,84.78333,"[0, 0]"
Selakopi,23481,Valid,H5,0.0,1939-01-01,-7.23333,107.33333,"[0, 0]"
Seldebourak,23483,Valid,H5,0.0,1947-01-01,22.83333,4.98333,"[0, 0]"
Semarkona,23487,Valid,LL3.00,0.0,1940-01-01,22.25,79.0,"[0, 0]"
Sena,23495,Valid,H4,0.0,1773-01-01,41.71667,-0.05,"[0, 0]"
Senboku,23496,Valid,H6,0.0,1993-01-01,39.43833,140.51167,"[0, 0]"
Seoni,23500,Valid,H6,0.0,1966-01-01,21.68389,79.50083,"[0, 0]"
Seres,23501,Valid,H4,0.0,1818-01-01,41.05,23.56667,"[0, 0]"
Serra de Magé,23502,Valid,Eucrite-cm,0.0,1923-01-01,-8.38333,-36.76667,"[0, 0]"
Sete Lagoas,23504,Valid,H4,0.0,1908-01-01,-19.46667,-44.21667,"[0, 0]"
Sevilla,23508,Valid,LL4,0.0,1862-01-01,37.41667,-6.0,"[0, 0]"
Sevrukovo,23509,Valid,L5,0.0,1874-01-01,50.61667,36.6,"[0, 0]"
Sfax,23512,Valid,L6,0.0,1989-01-01,34.75,10.71667,"[0, 0]"
Shalka,23521,Valid,Diogenite,0.0,1850-01-01,23.1,87.3,"[0, 0]"
Sharps,23525,Valid,H3.4,0.0,1921-01-01,37.83333,-76.7,"[0, 0]"
Shelburne,23529,Valid,L5,0.0,1904-01-01,44.05,-80.16667,"[0, 0]"
Shergotty,23530,Valid,Martian (shergottite),0.0,1865-01-01,24.55,84.83333,"[0, 0]"
Sheyang,23531,Valid,L6,0.0,1976-01-01,33.65,120.06667,"[0, 0]"
Shikarpur,23534,Valid,L6,0.0,1921-01-01,25.85,87.5775,"[0, 0]"
Shuangyang,23582,Valid,H5,0.0,1971-01-01,43.5,125.66667,"[0, 0]"
Shupiyan,23583,Valid,H6,0.0,1912-01-01,33.71667,74.83333,"[0, 0]"
Shytal,23584,Valid,L6,0.0,1863-01-01,24.33333,90.16667,"[0, 0]"
Siena,23586,Valid,LL5,0.0,1794-01-01,43.11667,11.6,"[0, 0]"
Sikhote-Alin,23593,Valid,"Iron, IIAB",0.0,1947-01-01,46.16,134.65333,"[0, 0]"
Silao,23594,Valid,H5,0.0,1995-01-01,20.93333,-101.38333,"[0, 0]"
Silistra,55584,Valid,Achondrite-ung,0.0,1917-01-01,44.11667,27.26667,"[0, 0]"
Simmern,23603,Valid,H5,0.0,1920-01-01,49.98333,7.53333,"[0, 0]"
Sinai,23606,Valid,L6,0.0,1916-01-01,30.9,32.48333,"[0, 0]"
Sindhri,23611,Valid,H5,0.0,1901-01-01,26.21667,69.55,"[0, 0]"
Sinnai,23613,Valid,H6,0.0,1956-01-01,39.3,9.2,"[0, 0]"
Sioux County,23614,Valid,Eucrite-mmict,0.0,1933-01-01,42.58333,-103.66667,"[0, 0]"
Sitathali,23616,Valid,H5,0.0,1875-01-01,20.91667,82.58333,"[0, 0]"
Sivas,23617,Valid,H6,0.0,1989-01-01,39.82467,36.13583,"[0, 0]"
Sixiangkou,23619,Valid,L5,0.0,1989-01-01,32.43333,119.86667,"[0, 0]"
Ski,23621,Valid,L6,0.0,1848-01-01,59.73333,10.86667,"[0, 0]"
Slavetic,23626,Valid,H5,0.0,1868-01-01,45.68333,15.6,"[0, 0]"
Slobodka,23645,Valid,L4,0.0,1818-01-01,55.0,35.0,"[0, 0]"
Soheria,23660,Valid,OC,0.0,1960-01-01,27.13333,84.06667,"[0, 0]"
Soko-Banja,23661,Valid,LL4,0.0,1877-01-01,43.66667,21.86667,"[0, 0]"
Sologne,23663,Valid,H5,0.0,1860-01-01,47.36667,1.73333,"[0, 0]"
Sołtmany,53829,Valid,L6,0.0,2011-01-01,54.00883,22.005,"[0, 0]"
Sone,23667,Valid,H5,0.0,1866-01-01,35.16667,135.33333,"[0, 0]"
Songyuan,23668,Valid,L6,0.0,1993-01-01,45.25,125.0,"[0, 0]"
Sopot,23670,Valid,OC,0.0,1927-01-01,44.41667,23.5,"[0, 0]"
Soroti,23671,Valid,"Iron, ungrouped",0.0,1945-01-01,1.7,33.63333,"[0, 0]"
St. Caprais-de-Quinsac,23081,Valid,L6,0.0,1883-01-01,44.75,0.05,"[0, 0]"
St. Christophe-la-Chartreuse,23082,Valid,L6,0.0,1841-01-01,46.95,-1.5,"[0, 0]"
St. Denis Westrem,23083,Valid,L6,0.0,1855-01-01,51.05,3.75,"[0, 0]"
St. Germain-du-Pinel,23087,Valid,H6,0.0,1890-01-01,48.01667,-1.15,"[0, 0]"
St. Louis,23089,Valid,H4,0.0,1950-01-01,38.7,-90.23333,"[0, 0]"
St. Mark's,23090,Valid,EH5,0.0,1903-01-01,-32.01667,27.41667,"[0, 0]"
St. Mary's County,23091,Valid,LL3.3,0.0,1919-01-01,38.16667,-76.38333,"[0, 0]"
St. Mesmin,23092,Valid,LL6,0.0,1866-01-01,48.45,3.93333,"[0, 0]"
St. Michel,23093,Valid,L6,0.0,1910-01-01,61.65,27.2,"[0, 0]"
St.-Chinian,23097,Valid,L6,0.0,1959-01-01,43.43333,2.95,"[0, 0]"
Ställdalen,23712,Valid,H5,0.0,1876-01-01,59.93333,14.95,"[0, 0]"
Stannern,23713,Valid,Eucrite-mmict,0.0,1808-01-01,49.28333,15.56667,"[0, 0]"
Stavropol,23717,Valid,L6,0.0,1857-01-01,45.05,41.98333,"[0, 0]"
Ste. Marguerite,23099,Valid,H4,0.0,1962-01-01,50.76667,3.0,"[0, 0]"
Sterlitamak,23724,Valid,"Iron, IIIAB",0.0,1990-01-01,53.66667,55.98333,"[0, 0]"
Stolzenau,23726,Valid,Stone-uncl,0.0,,52.53333,9.05,"[0, 0]"
Stratford,23728,Valid,L6,0.0,1974-01-01,41.2,-73.13333,"[0, 0]"
Strathmore,23729,Valid,L6,0.0,1917-01-01,56.58333,-3.25,"[0, 0]"
Stretchleigh,23732,Valid,Stone-uncl,0.0,,50.38333,-3.95,"[0, 0]"
St-Robert,23733,Valid,H5,0.0,1994-01-01,45.96861,-72.97806,"[0, 0]"
Success,23736,Valid,L6,0.0,1924-01-01,36.48333,-90.66667,"[0, 0]"
Suchy Dul,23737,Valid,L6,0.0,1969-01-01,50.53806,16.26333,"[0, 0]"
Suizhou,23738,Valid,L6,0.0,1986-01-01,31.61667,113.46667,"[0, 0]"
Sulagiri,48951,Valid,LL6,0.0,2008-01-01,12.66667,78.03333,"[0, 0]"
Sultanpur,23741,Valid,L/LL6,0.0,1916-01-01,25.93333,84.28333,"[0, 0]"
Sungach,23745,Valid,H5,0.0,1935-01-01,44.86667,133.16667,"[0, 0]"
Supuhee,23760,Valid,H6,0.0,1865-01-01,26.71667,84.21667,"[0, 0]"
Sutter's Mill,55529,Valid,C,0.0,2012-01-01,38.80389,-120.90806,"[0, 0]"
Sylacauga,23773,Valid,H4,0.0,1954-01-01,33.18836,-86.2945,"[0, 0]"
Tabor,23776,Valid,H5,0.0,1753-01-01,49.4,14.65,"[0, 0]"
Tadjera,23778,Valid,L5,0.0,1867-01-01,36.18333,5.41667,"[0, 0]"
Tagish Lake,23782,Valid,C2-ung,0.0,2000-01-01,59.70444,-134.20139,"[0, 0]"
Tahara,23784,Valid,H4/5,0.0,1991-01-01,34.72,137.305,"[0, 0]"
Takenouchi,23789,Valid,H5,0.0,1880-01-01,35.38333,134.9,"[0, 0]"
Talampaya,23791,Valid,Eucrite-cm,0.0,1995-01-01,0.0,0.0,"[0, 0]"
Tambakwatu,23795,Valid,L6,0.0,1975-01-01,-7.75,112.76667,"[0, 0]"
Tamdakht,48691,Valid,H5,0.0,2008-01-01,31.16333,-7.015,"[0, 0]"
Tané,23801,Valid,L5,0.0,1918-01-01,35.43333,136.23333,"[0, 0]"
Taonan,23873,Valid,L5,0.0,1965-01-01,45.4,122.9,"[0, 0]"
Tatahouine,23884,Valid,Diogenite,0.0,1931-01-01,32.95,10.41667,"[0, 0]"
Tathlith,23885,Valid,L6,0.0,1967-01-01,19.38333,43.73333,"[0, 0]"
Tauk,23887,Valid,L6,0.0,1929-01-01,35.13333,44.45,"[0, 0]"
Tauti,23888,Valid,L6,0.0,1937-01-01,46.71667,23.5,"[0, 0]"
Tenham,23897,Valid,L6,0.0,1879-01-01,-25.73333,142.95,"[0, 0]"
Tennasilm,23898,Valid,L4,0.0,1872-01-01,58.03333,26.95,"[0, 0]"
Thal,23908,Valid,H6,0.0,1950-01-01,33.4,70.6,"[0, 0]"
Thika,54493,Valid,L6,0.0,2011-01-01,-1.00278,37.15028,"[0, 0]"
Thuathe,23976,Valid,H4/5,0.0,2002-01-01,-29.33333,27.58333,"[0, 0]"
Tianzhang,23984,Valid,H5,0.0,1986-01-01,32.94667,118.99,"[0, 0]"
Tieschitz,23989,Valid,H/L3.6,0.0,1878-01-01,49.6,17.11667,"[0, 0]"
Tilden,23998,Valid,L6,0.0,1927-01-01,38.2,-89.68333,"[0, 0]"
Tillaberi,23999,Valid,L6,0.0,1970-01-01,14.25,1.53333,"[0, 0]"
Timochin,24004,Valid,H5,0.0,1807-01-01,54.5,35.2,"[0, 0]"
Tirupati,24009,Valid,H6,0.0,1934-01-01,13.63333,79.41667,"[0, 0]"
Tissint,54823,Valid,Martian (shergottite),0.0,2011-01-01,29.48195,-7.61123,"[0, 0]"
Tjabe,24011,Valid,H6,0.0,1869-01-01,-7.08333,111.53333,"[0, 0]"
Tjerebon,24012,Valid,L5,0.0,1922-01-01,-6.66667,106.58333,"[0, 0]"
Tomakovka,24019,Valid,LL6,0.0,1905-01-01,47.85,34.76667,"[0, 0]"
